# Document and Office,,,,,
pdf24,geeksoftwareGmbH.PDF24Creator,https://www.pdf24.org/en/,,,pdf solution
Sumatra PDF,SumatraPDF.SumatraPDF,https://github.com/sumatrapdfreader/sumatrapdf,https://www.sumatrapdfreader.org/download-free-pdf-viewer,,a free and open-source document viewer
